ABN|FundName|USI|ProductName|ContributionRestrictions|From|To
74172177893|THE TRUSTEE FOR PSS FUND|74172177893001|Public Sector Superannuation Scheme|Y|2013-12-02|9999-12-31
74208265343|K A PARKER PENSION FUND|74208265343001|K A Parker Pension Fund|N|2013-07-01|9999-12-31
74252388322|The Trustee for East Superannuation Fund|74252388322001|East Superannuation Fund|N|2013-07-01|9999-12-31
74272391240|THE G B GARGETT PRIVATE ALLOCATED PENSION|74272391240001|The G B Gargett Private Allocated Pension|N|2013-07-01|9999-12-31
74275073457|JOHN NEIL PTY LTD NO2 SUPERANNUATION FUND|74275073457001|John Neil Pty Ltd No.2 Superannuation Fund|N|2013-07-01|9999-12-31
74411667003|THE R E WARNER PRIVATE APPROVED DEPOSIT FUND|74411667003001|The R E Warner Private Approved Deposit Fund|N|2013-07-01|9999-12-31
74412261645|THE BANDT FAMILY SUPERANNUATION FUND|74412261645001|The Bandt Family Superannuation Fund|N|2013-07-01|9999-12-31
74480785291|P C & W L JOHNSTON PRIVATE SUPER FUND|74480785291001|P C & W L Johnston Private Super Fund|N|2013-07-01|9999-12-31
74496648920|NOEL MULLEE PRIVATE SUPERANNUATION FUND|74496648920001|Noel Mullee Private Superannuation Fund|N|2013-07-01|2019-06-30
74556799859|The Trustee for LLOYD H FENNELL PTY LTD SUPERANNUATION FUND|74556799859001|Lloyd H Fennell Pty Ltd Superannuation Fund|N|2016-08-17|9999-12-31
74559365913|The Trustee for MTAA SUPERANNUATION FUND|MTA0002AU|MTAA Super Pension|Y|2014-07-01|9999-12-31
74559365913|The Trustee for MTAA SUPERANNUATION FUND|MTA0003AU|MTAA TAP|Y|2014-07-01|9999-12-31
74559365913|The Trustee for MTAA SUPERANNUATION FUND|MTA0100AU|MTAA Superannuation Fund|N|2014-12-01|9999-12-31
74690064769|SYME SUPERANNUATION FUND|74690064769001|Syme Superannuation Fund|N|2013-07-01|9999-12-31
74719803687|THE TRUSTEE FOR JACKSON TRACEY SAF|74719803687001|Jackson Tracey SAF|N|2017-01-18|9999-12-31
74882880734|The Trustee for MUNICH HOLDINGS AUSTRALASIA PTY LTD SUPERANNUATION FUND|74882880734001|Munich Holdings of Australasia Pty Limited Superannuation Scheme|Y|2013-07-01|9999-12-31
74882880734|The Trustee for MUNICH HOLDINGS AUSTRALASIA PTY LTD SUPERANNUATION FUND|74882880734002|Munich Holdings of Australasia Pty Limited Superannuation Scheme Pensions|N|2016-02-19|9999-12-31
74912972261|The Trustee for DR and LJ Gribble Superannuation Fund|74912972261001|DR and LJ Gribble Superannuation Fund|N|2017-03-24|9999-12-31
75071229817|The Trustee for HEIDELBERG AUSTRALIA SUPERANNUATION FUND|75071229817001|Heidelberg Australia Superannuation Fund|Y|2013-07-01|9999-12-31
75095908476|The Trustee for A J JENNINGS SUPERANNUATION FUND|75095908476001|A.J. Jennings Private Approved Deposit Fund|N|2013-07-01|2019-06-30
75100301144|THE TRUSTEE FOR BROCKENHURST SUPERANNUATION FUND|75100301144001|BROCKENHURST SUPERANNUATION FUND|N|2016-11-18|9999-12-31
75273741827|P R & K A HOOD PRIVATE SUPERANNUATION FUND|75273741827001|P R & K A Hood Private Superannuation Fund|N|2013-07-01|2019-06-30
75298162140|MORTON FAMILY SUPERANNUATION FUND|75298162140001|Morton Family Superannuation Fund|N|2013-07-01|9999-12-31
75304993733|I & M HARRY PRIVATE SUPERANNUATION FUND|75304993733001|I & M Harry Private Superannuation Fund|N|2013-07-01|9999-12-31
75308079093|The A & M Crawford Private Superannuation Fund|75308079093001|The A & M Crawford Private Superannuation Fund|N|2013-07-01|9999-12-31
75331570508|COX SUPERANNUATION FUND|75331570508001|Cox Superannuation Fund|N|2013-07-01|9999-12-31
75337847489|THE L F & N G WESTLAKE SUPER FUND|75337847489001|The L F & N G Westlake Super Fund|N|2013-07-01|9999-12-31
75437650349|MORRISON SUPERANNUATION FUND|75437650349001|Morrison Superannuation Fund|N|2013-07-01|9999-12-31
75493363262|THE TRUSTEE FOR CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND|75493363262001|Cbus Super Income Stream|Y|2014-07-01|9999-12-31
75493363262|THE TRUSTEE FOR CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND|CBU0100AU|Cbus|N|2014-08-11|9999-12-31
75528950045|P PENMAN PRIVATE ALLOCATED PENSION FUND|75528950045001|P Penman Private Allocated Pension Fund|N|2013-07-01|9999-12-31
75560825299|The Trustee for W M SPYROU SUPERANNUATION FUND|75560825299001|W M Spyrou Superannuation Fund|N|2013-07-01|9999-12-31
75578280497|P R AND K BAILEY SUPERANNUATION FUND|75578280497001|P R And K Bailey Superannuation Fund|N|2013-07-01|2019-06-30
75609732560|BUNKER FAMILY SUPERANNUATION FUND|75609732560001|Bunker Family Superannuation Fund|N|2013-07-01|9999-12-31
75702926677|The Trustee for Barnes Family Super Fund|75702926677001|Barnes Family Super Fund|N|2014-06-02|2019-06-30
75703857864|The Trustee for the Praemium SMA Superannuation Fund|75703857864088|Praemium SMA Superannuation Fund|N|2014-03-21|9999-12-31
75729265955|LOUELLA MCDONALD SUPER FUND|75729265955001|Louella Mcdonald Super Fund|N|2013-07-01|9999-12-31
75809401469|The Trustee for S B Spence Super Fund|75809401469001|S B Spence Super Fund|N|2013-07-01|9999-12-31
75848398752|J M SOUTHGATE PRIVATE SUPERANNUATION FUND|75848398752001|J M Southgate Private Superannuation Fund|N|2013-07-01|9999-12-31
75872678248|STEWART LYNDON SUPERANNUATION FUND|75872678248001|Stewart Lyndon Superannuation Fund|N|2013-07-01|9999-12-31
75963836264|M K KEEBLE PRIVATE SUPER FUND|75963836264001|M K Keeble Private Super Fund|N|2013-07-01|2019-06-30
76048001079|THE BOND SUPERANNUATION FUND|76048001079001|The Bond Superannuation Fund|N|2013-07-01|9999-12-31
76049075884|SIMICH SUPERANNUATION FUND|76049075884001|Simich Superannuation Fund|N|2013-07-01|9999-12-31
76131911712|J B & E WESTON PRIVATE SUPERANNUATION FUND|76131911712001|J B & E Weston Private Superannuation Fund|N|2013-07-01|9999-12-31
76149757740|RON WALKER PRIVATE SUPERANNUATION FUND|76149757740001|Ron Walker Private Superannuation Fund|N|2013-07-01|9999-12-31
76153224351|THE CRAWFORD SUPERANNUATION FUND|76153224351001|The Crawford Superannuation Fund|N|2013-07-01|9999-12-31
76238475490|LYONS FAMILY SUPER FUND|76238475490001|Lyons Family Super Fund|N|2013-07-01|9999-12-31
76276344853|The trustee for SM & FM Hill Superannuation Fund|76276344853001|SM & FM Hill Superannuation Fund|N|2016-12-12|9999-12-31
76278342330|DAVID REIDY SUPERANNUATION FUND|76278342330001|David Reidy Superannuation Fund|N|2013-07-01|9999-12-31
76278690219|The Trustee for Lythgo Superannuation Fund|76278690219001|LYTHGO SUPERANNUATION FUND|N|2014-10-01|9999-12-31
76450716750|A L FARRANT SUPER FUND|76450716750001|A L Farrant Super Fund|N|2013-07-01|9999-12-31
76484278231|J MILLER PRIVATE SUPERANNUATION FUND|76484278231001|J Miller Private Superannuation Fund|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399003|AMP Conventional - Endowment|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399004|AMP Conventional - Whole of Life|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399005|AMP Flexible Income Plan - Investment Linked Allocated Pension|Y|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399008|AMP Investment Account Superannuation Bond|Y|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399011|AMP Investment Linked Insurance Bond|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399012|AMP Investment Linked Personal Superannuation Plan|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399013|AMP Investment Linked Superannuation Plan|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399017|AMP MultiFund Super Bond|Y|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399019|AMP Personal Superannuation Plan|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399020|AMP Portfolio Plan|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399024|AMP Super Rollover Plan Personal Superannuation Bond|Y|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|76514770399025|AMP Flexible Lifetime Protection (Super)|N|2015-12-10|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0195AU|AMP Flexible Lifetime Super|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0276AU|AMP Retirement Savings Account|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0277AU|CustomSuper|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0278AU|SuperLeader|N|2013-11-30|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0402AU|AMP Personal Superannuation (AMPAK) - Investment Account|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0578AU|AMP Guaranteed Income Plan - Superannuation Pension|Y|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0579AU|AMP Flexible Lifetime Allocated Pension|Y|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0580AU|AMP MultiFund Income Plan - Allocated Pensions Only|Y|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0735AU|SignatureSuper|N|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP0886AU|AMP Flexible Lifetime Term Pension|Y|2013-07-01|9999-12-31
76514770399|The Trustee for AMP SUPERANNUATION SAVINGS TRUST|AMP1078AU|SignatureSuper Allocated Pension|Y|2014-04-11|9999-12-31
76520708579|J B HUMBLE PRIVATE SUPERANNUATION FUND|76520708579001|J B Humble Private Superannuation Fund|N|2013-07-01|9999-12-31
76564932474|GLEESON SUPERANNUATION FUND|76564932474001|Gleeson Superannuation Fund|N|2013-07-01|9999-12-31
76628121929|The Trustee for AMOS FAMILY PENSION PLAN|76628121929001|Amos Family Pension Plan|N|2013-07-01|9999-12-31
76641658449|THE TRUSTEE FOR REI SUPER|76641658449601|REI Super|N|2014-10-15|9999-12-31
76641658449|THE TRUSTEE FOR REI SUPER|76641658449699|REI Super Elite Allocated Pension|Y|2014-10-15|9999-12-31
76686718912|The Trustee for Naylor Superfund|76686718912001|Naylor Super Fund|N|2018-05-21|9999-12-31
76708983533|MICHAEL AND JANE MORAN SUPER FUND|76708983533001|Michael and Jane Moran Super Fund|N|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|76746741299001|Conventional Super|Y|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|76746741299003|Accelerator|N|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|76746741299004|GoldLine|N|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|76746741299005|Risk Protection Package|N|2015-12-10|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|NML0427AU|Flexible Income Plan|Y|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|NML0428AU|Flexible Pension Plan|Y|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|NML0429AU|Flexipol|N|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|NML0432AU|Personal Super Bond|N|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|NML0433AU|Provider|N|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|NML0434AU|Provider Top Up Retirement Plan|N|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|NML0435AU|Retirement Bond|N|2013-07-01|9999-12-31
76746741299|The Trustee for NATIONAL MUTUAL RETIREMENT FUND|NML0436AU|Retirement Security Plan|N|2013-07-01|9999-12-31
77038572176|GREGORY DAMIEN STEVENS PRIVATE SUPERANNUATION FUND|77038572176001|Gregory Damien Stevens Private Superannuation Fund|N|2013-07-01|9999-12-31
77077177435|ARCADIA PRIVATE SUPERANNUATION FUND|77077177435001|Arcadia Private Superannuation Fund|N|2013-07-01|9999-12-31
77135513581|The Trustee for Bossong Private Super Fund|77135513581001|Bossong Private Super Fund|N|2017-09-29|9999-12-31
77157463712|JT PRATT PRIVATE SUPERANNUATION FUND|77157463712001|Jt Pratt Private Superannuation Fund|N|2013-07-01|9999-12-31
77203436719|JANSON PTY LTD PRIVATE SUPERANNUATION FUND|77203436719001|Janson Pty Ltd Private Superannuation Fund|N|2013-07-01|9999-12-31
77205572312|Story Family Superannuation Fund|77205572312001|Story Family Superannuation Fund|N|2013-07-01|9999-12-31
77208300688|P N EVANS PRIVATE SUPERANNUATION FUND|77208300688001|P N Evans Private Superannuation Fund|N|2013-07-01|9999-12-31
77289319006|The Trustee for HOLDEN EMPLOYEES SUPERANNUATION FUND|77289319006000|Holden Employees Superannuation Fund|N|2014-10-15|9999-12-31
77289839387|KERRIE LUMB SUPER FUND|77289839387001|Kerrie Lumb Super Fund|N|2013-07-01|9999-12-31
77300553581|A S & J G ROSSER PRIVATE SUPERANNUATION FUND|77300553581001|A S & J G Rosser Private Superannuation Fund|N|2013-07-01|9999-12-31
77343442007|A MONTGOMERY PRIVATE SUPERANNUATION FUND|77343442007001|A Montgomery Private Superannuation Fund|N|2013-07-01|9999-12-31
77343563307|The Trustee for TWU SUPERANNUATION FUND|TWU0003AU|TransPension|Y|2016-03-10|9999-12-31
77343563307|The Trustee for TWU SUPERANNUATION FUND|TWU0101AU|TWU Super|N|2013-07-01|9999-12-31
77454481316|Molony Superannuation Fund|77454481316001|Molony Superannuation Fund|N|2013-07-01|9999-12-31
77455663441|MARITIME SUPER|77455663441001|Maritime Super|N|2013-07-01|9999-12-31
77512539351|DEVLIN RETIREMENT FUND|77512539351001|Devlin Retirement Fund|N|2013-07-01|9999-12-31
77567878670|HEFFERAN FAMILY SUPERANUATION FUND|77567878670001|Hefferan Family Superanuation Fund|N|2013-07-01|9999-12-31
77634467846|The Trustee for Meandelly Superannuation Fund|77634467846001|Meandelly Superannuation Fund|N|2018-03-09|9999-12-31
77660755360|IVAN & CHRISTINE SILINK PERSONAL SUPER|77660755360001|Ivan & Christine Silink Private Super Fund|N|2013-07-01|9999-12-31
77664436518|The Trustee for Alexi Carter Future Fund|77664436518001|ALEXI CARTER FUTURE FUND|N|2014-07-02|9999-12-31
77724889129|WOOTTON FAMILY PRIVATE PENSION FUND|77724889129001|Wootton Family Private Pension Fund|N|2013-07-01|9999-12-31
77877298120|DR & JR STONE SUPER FUND|77877298120001|DR & JR Stone Super Fund|N|2013-07-01|9999-12-31
77955644937|TRIPLE EIGHT WA PTY LTD PRIVATE SUPER FUND|77955644937001|Triple Eight (Wa) Pty Ltd Private Super Fund|N|2013-07-01|9999-12-31
77982815739|The Trustee for The Chudacek Family Super Fund|77982815739001|The Chudacek Family Super Fund|N|2013-07-01|9999-12-31
78024805809|D J W & D S PARRY PRIVATE SUPERANNUATION FUND|78024805809001|D J W & D S Parry Private Superannuation Fund|N|2013-07-01|9999-12-31
78060306171|DPW & WL ALLENGAME PRIVATE SUPERANNUATION FUND|78060306171001|DPW & WL ALLENGAME PRIVATE SUPERANNUATION FUND|N|2013-07-01|9999-12-31
78140140327|The Brewer Superannuation Fund|78140140327001|The Brewer Superannuation Fund|N|2013-07-01|9999-12-31
78166345668|SUNDERLAND SUPER FUND|78166345668001|Sunderland Super Fund|N|2013-07-01|9999-12-31
78291102236|W E MORRELL PRIVATE SUPERANNUATION FUND|78291102236001|W E Morrell Private Superannuation Fund|N|2013-07-01|9999-12-31
78296508900|J & J BIDDLE SUPERANNUATION FUND|78296508900001|J & J Biddle Superannuation Fund|N|2013-07-01|9999-12-31
78350553557|M LISSIMAN PRIVATE SUPER FUND|78350553557001|M Lissiman Private Super Fund|N|2013-07-01|9999-12-31
78369896589|THE TRUSTEE FOR P & M BESTENBREUR SUPERANNUATION FUND|78369896589001|P & M Bestenbreur Superannuation Fund|N|2018-07-19|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|78421957449002|AMP Elevate|N|2015-03-16|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|78421957449003|Australian Casualty and Life Superannuation|N|2015-12-10|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|78421957449004|AMP MyLife Super|N|2017-02-03|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|NML0258AU|Super Directions - Personal Super Plan|N|2013-07-01|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|NML0287AU|Retirement Directions - Allocated Pension Plan|Y|2013-07-01|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|NML0437AU|Tailored Super|N|2013-07-01|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|NML0438AU|Simple Super|N|2013-07-01|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|NML0440AU|Super Directions for Business|N|2013-07-01|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|NML0449AU|National Mutual Rollover Plan Simple Super|N|2013-07-01|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|NML0450AU|Super Directions for Business Rollover Section|N|2013-07-01|9999-12-31
78421957449|The Trustee for SUPER DIRECTIONS FUND|NML0451AU|National Mutual Rollover Plan Tailored Super|N|2013-07-01|9999-12-31
78426823023|Daphne Kay Superannuation Fund|78426823023001|Daphne Kay Superannuation Fund|N|2013-07-01|2019-06-30
78452307377|COLIN CAMPBELL PERSONAL SUPER FUND|78452307377001|Colin Campbell Private Superannuation Fund|N|2013-07-01|9999-12-31
78453721260|ALDER FAMILY SUPERANNUATION FUND|78453721260001|Alder Family Superannuation Fund|N|2013-07-01|9999-12-31
78463103560|Race Engineering Super Fund|78463103560001|Race Engineering Super Fund|N|2013-07-01|9999-12-31
78465182592|GARY HAMMOND SUPERANNUATION FUND|78465182592001|Gary Hammond Superannuation Fund|N|2013-07-01|9999-12-31
78495273617|The Trustee for Smail Superannuation Fund|78495273617001|Smail Superannuation Fund|N|2013-07-01|9999-12-31
78516347171|HEISE SUPERANNUATION FUND|78516347171001|Heise Superannuation Fund|N|2013-07-01|2019-06-30
78518223941|The Trustee for Wychwood Super Fund|78518223941001|Wychwood Super Fund|N|2013-07-01|9999-12-31
78545579185|PHILIP RAYMENT DIY SUPER|78545579185001|Philip Rayment DIY Super|N|2013-07-01|9999-12-31
78548450074|THE TRUSTEE FOR PD & KG SUPERANNUATION FUND|78548450074001|PD & KG Superannuation Fund|N|2016-12-12|9999-12-31
78575978458|The Trustee for Reed Family Super Fund|78575978458001|Reed Family Super Fund|N|2014-01-28|9999-12-31
78695877521|P & S Kennedy Superannuation Fund|78695877521001|P & S Kennedy Superannuation Fund|N|2013-07-01|9999-12-31
78722443652|The Trustee for Peter & Alison Walker Super Fund|78722443652001|Peter & Alison Walker Super Fund|N|2013-07-01|9999-12-31
78802235477|PITCHFORD SUPERANNUATION FUND|78802235477001|Pitchford Superannuation Fund|N|2013-07-01|9999-12-31
78911309732|J A MUIR PRIVATE SUPERANNUATION FUND|78911309732001|J A Muir Private Superannuation Fund|N|2013-07-01|9999-12-31
78921701465|PAMRO SUPERANNUATION FUND|78921701465001|Pamro Superannuation Fund|N|2013-07-01|9999-12-31
78946411784|The Trustee for A G & LD THOMPSON SUPER FUND|78946411784001|AG & LD Thompson Super Fund|N|2013-07-01|9999-12-31
79033501213|The trustee for Denise Armstrong Private Super Fund|79033501213001|Denise Armstrong Private Super Fund|N|2013-07-01|9999-12-31
79129462334|G SLANY PRIVATE SUPERANNUATION FUND|79129462334001|G Slany Private Superannuation Fund|N|2013-07-01|9999-12-31
79181536488|The Trustee for Ben Douglas Campbell Superannuation Fund|79181536488001|Ben Douglas Campbell Superannuation Fund|N|2013-07-01|9999-12-31
79228389167|THE MARGARET HOUNSLOW PRIVATE SUPERANNUATION FUND|79228389167001|The Margaret Hounslow Private Superannuation Fund|N|2013-07-01|9999-12-31
79300388107|THE TRUSTEE FOR REX AND FLORENCE CHANDLER SUPERANNUATION FUND|79300388107001|Rex and Florence Chandler Superannuation Fund|N|2016-10-20|9999-12-31
79309904009|The Trustee for MICHAEL BURT SUPERANNUATION FUND|79309904009001|Michael Burt Private Adf|N|2013-07-01|9999-12-31
79354717513|JANICE COLLINS PRIVATE SUPERANNUATION FUND|79354717513001|Janice Collins Private Superannuation Fund|N|2013-07-01|9999-12-31
79445719873|HARDY SUPERANNUATION FUND|79445719873001|Hardy Superannuation Fund|N|2013-07-01|9999-12-31
79486656890|DICK BLOM PRIVATE SUPERANNUATION FUND|79486656890001|Dick Blom Private Superannuation Fund|N|2013-07-01|9999-12-31
79619637047|JOSEPH VELLA PRIVATE SUPERANNUATION FUND|79619637047001|Joseph Vella Private Superannuation Fund|N|2013-07-01|9999-12-31
79753916865|DANIELS PRIVATE SUPER FUND|79753916865001|Daniels Private Superannuation Fund|N|2013-07-01|9999-12-31
79766434573|V PATRICK PRIVATE SUPERANNUATION FUND|79766434573001|V Patrick Private Superannuation Fund|N|2013-07-01|9999-12-31
79828161601|W J VAN KESTEREN PRIVATE SUPER FUND|79828161601001|W J Van Kesteren Private Super Fund|N|2013-07-01|9999-12-31
79920807186|THE C A & W A O'MALLEY PRIVATE SUPER FUND|79920807186001|The C A & W A O'malley Private Super Fund|N|2013-07-01|9999-12-31
80020652630|L MCHUGH PRIVATE SUPERANNUATION FUND|80020652630001|L Mchugh Private Superannuation Fund|N|2013-07-01|2019-06-30
80102781700|E M MCCORMACK P S F|80102781700001|E M Mccormack P S F|N|2013-07-01|2019-06-30
80284551791|K G & J A DREGHORN PRIVATE SUPERANNUATION FUND|80284551791001|K G & J A Dreghorn Private Superannuation Fund|N|2013-07-01|9999-12-31
80315420939|Fat dog Superannuation Fund|80315420939001|Fat Dog Superannuation Fund|N|2016-07-18|9999-12-31
80324039032|The Trustee for Elizabeth Grover Super Fund|80324039032001|Elizabeth Grover Super Fund|N|2014-10-23|9999-12-31
80373957221|RACE SUPER FUND|80373957221001|Race Super Fund|N|2013-07-01|9999-12-31
80402026744|JOHN MICHAEL PEACHEY PRIVATE SUPER FUND|80402026744001|John Michael Peachey Private Superannuation Fund|N|2013-07-01|9999-12-31
80408051017|C HARWOOD PRIVATE ALLOCATED PENSION|80408051017001|C Harwood Private Allocated Pension|N|2013-07-01|2019-06-30
80425765878|The Trustee for THE NBR SUPERANNUATION FUND|80425765878001|The NBR Superannuation Fund|N|2016-03-08|9999-12-31
80476816318|Masten Pension Account|80476816318001|Masten Pension Account|N|2013-07-01|9999-12-31
80556903740|EIGHTDRAGONS SUPERANNUATION FUND|80556903740001|Eightdragons Superannuation Fund|N|2013-07-01|9999-12-31
80581406218|LYNNE PETA LIVESEY PRIVATE SUPER FUND|80581406218001|Lynne Peta Livesey Private Superannuation Fund|N|2013-07-01|9999-12-31
80609669148|D WILLIAMS SUPERANNUATION FUND|80609669148001|D Williams Superannuation Fund|N|2013-07-01|9999-12-31
80614201719|THE RED EYE PRIVATE SUPERANNUATION FUND|80614201719001|The Red Eye Private Superannuation Fund|N|2013-07-01|9999-12-31
80641864256|P Tyldsley Private Super Fund|80641864256001|P Tyldsley Private Super Fund|N|2013-07-01|2019-06-30
80702443616|SIX WAYS SUPER FUND|80702443616001|Six Ways Super Fund|N|2013-07-01|9999-12-31
80715490858|I J FRESHWATER PRIVATE SUPER FUND|80715490858001|I J Freshwater Private Super Fund|N|2013-07-01|9999-12-31
80928800255|ALCOA OF AUSTRALIA RETIREMENT PLAN|80928800255000|ALCOA OF AUSTRALIA RETIREMENT PLAN|N|2014-10-15|9999-12-31
80928800255|ALCOA OF AUSTRALIA RETIREMENT PLAN|80928800255799|Alcoa Of Australia Allocated Pension Plan|Y|2014-10-15|9999-12-31
80958997519|The Trustee for Sinclair Lloyd Framers Staff Super Fund|80958997519001|SINCLAIR LLOYD FRAMERS STAFF SUPER FUND|N|2013-07-01|9999-12-31
80980529571|BOYD FAMILY SUPER FUND|80980529571001|Boyd Family Super Fund|N|2013-07-01|9999-12-31
81114229461|MONAHAN SUPER FUND|81114229461001|Monahan Super Fund|N|2013-07-01|9999-12-31
81126686985|The trustee for K Nicholls Superannuation Fund|81126686985001|K Nicholls Superannuation Fund|N|2013-07-01|9999-12-31
81154851339|THE TRUSTEE FOR OASIS SUPERANNUATION MASTER TRUST|81154851339183|Oasis Pension Service|Y|2016-12-09|9999-12-31
81154851339|THE TRUSTEE FOR OASIS SUPERANNUATION MASTER TRUST|81154851339184|Oasis Term Allocated Pension Service|Y|2016-12-09|9999-12-31
81154851339|THE TRUSTEE FOR OASIS SUPERANNUATION MASTER TRUST|OAM0001AU|Oasis Superannuation Service|N|2014-11-22|9999-12-31
81189277894|D E WALLADGE PRIVATE SUPERANNUATION FUND|81189277894001|D E Walladge Private Superannuation Fund|N|2013-07-01|9999-12-31
81228229531|G J & M T PYKE SUPERANNUATION FUND|81228229531001|G J & M T Pyke Superannuation Fund|N|2013-07-01|9999-12-31
81236903448|The Trustee for WESTPAC MASTERTRUST SUPERANNUATION DIVISION|81236903448001|Term Life as Superannuation|N|2013-07-01|9999-12-31
81236903448|The Trustee for WESTPAC MASTERTRUST SUPERANNUATION DIVISION|81236903448002|BT Personal Portfolio Service: Pension Plan|Y|2013-07-01|9999-12-31
81236903448|The Trustee for WESTPAC MASTERTRUST SUPERANNUATION DIVISION|81236903448004|Income Protection as Superannuation|N|2013-07-01|9999-12-31
81236903448|The Trustee for WESTPAC MASTERTRUST SUPERANNUATION DIVISION|WFS0112AU|BT BUSINESS SUPER|N|2013-07-01|9999-12-31
81236903448|The Trustee for WESTPAC MASTERTRUST SUPERANNUATION DIVISION|WFS0123AU|Personal Portfolio Service - Personal Superannuation Plan|N|2013-07-01|9999-12-31
81236903448|The Trustee for WESTPAC MASTERTRUST SUPERANNUATION DIVISION|WFS0342AU|Westpac Flexible Income Plan|Y|2013-07-01|9999-12-31
81236903448|The Trustee for WESTPAC MASTERTRUST SUPERANNUATION DIVISION|WFS0343AU|Westpac Lifetime Superannuation Service|N|2013-07-01|9999-12-31
81349679084|THE M E THOMPSON PRIVATE SUPERANNUATION FUND|81349679084001|The M E Thompson Private Superannuation Fund|N|2013-07-01|9999-12-31
81399455895|The Trustee for Mustang Superannuation Fund|81399455895001|Mustang Superannuation Fund|N|2017-03-24|9999-12-31
81404943294|ALAN HANDSAKER PRIVATE SUPERANNUATION FUND|81404943294001|Alan Handsaker Private Superannuation Fund|N|2013-07-01|9999-12-31
81458870535|CONNEMAN SUPER FUND|81458870535001|Conneman Super Fund|N|2013-07-01|9999-12-31
